month,specialty,region,total_waiting,within_18_weeks,over_52_weeks,median_wait_weeks,pct_within_18_weeks
2021-05-01,Gastroenterology,South West,6721,4970,1431,12.5,73.9
2021-05-01,Gastroenterology,East of England,5878,3399,631,32.6,57.8
2021-05-01,Dermatology,London,5203,4429,895,25.6,85.1
2021-05-01,Dermatology,Midlands,3371,1986,362,27.2,58.9
2021-05-01,Dermatology,North West,3511,2786,125,26.5,79.4
2021-05-01,Dermatology,North East,8472,6403,214,46.7,75.6
2021-05-01,Dermatology,South East,3792,2812,746,14.6,74.2
2021-05-01,Dermatology,South West,8377,6874,2173,19.5,82.1
2021-05-01,Dermatology,East of England,8364,4755,1129,25.8,56.9
2021-06-01,Orthopaedics,London,5439,3566,123,12.9,65.6
2021-06-01,Orthopaedics,Midlands,4654,3245,335,25.7,69.7
2021-06-01,Orthopaedics,North West,4563,3915,390,24.6,85.8
2021-06-01,Orthopaedics,North East,4343,2561,510,17.0,59.0
2021-06-01,Orthopaedics,South East,5222,3354,452,12.0,64.2
2021-06-01,Orthopaedics,South West,2632,2005,146,6.9,76.2
2021-06-01,Orthopaedics,East of England,5170,2855,759,27.2,55.2
2021-06-01,Cardiology,London,2957,1882,116,24.9,63.6
2021-06-01,Cardiology,Midlands,4291,3059,122,14.4,71.3
2021-06-01,Cardiology,North West,4687,3039,696,6.6,64.8
2021-06-01,Cardiology,North East,3799,3016,403,8.6,79.4
2021-06-01,Cardiology,South East,2132,1315,207,10.9,61.7
2021-06-01,Cardiology,South West,4850,3648,331,9.5,75.2
2021-06-01,Cardiology,East of England,4179,2982,508,21.9,71.4
2021-06-01,Neurology,London,5674,3945,136,6.4,69.5
2021-06-01,Neurology,Midlands,2804,1707,159,7.7,60.9
2021-06-01,Neurology,North West,3146,2702,460,9.0,85.9
2021-06-01,Neurology,North East,4863,4237,679,15.2,87.1
2021-06-01,Neurology,South East,5025,2836,454,14.6,56.4
2021-06-01,Neurology,South West,2355,1932,335,23.2,82.0
2021-06-01,Neurology,East of England,1599,1026,172,14.0,64.2
2021-06-01,Ophthalmology,London,4069,3090,468,8.9,75.9
2021-06-01,Ophthalmology,Midlands,6256,3890,144,15.0,62.2
2021-06-01,Ophthalmology,North West,5753,4879,238,11.0,84.8
2021-06-01,Ophthalmology,North East,4976,2898,112,10.3,58.2
2021-06-01,Ophthalmology,South East,3489,2727,175,12.2,78.2
2021-06-01,Ophthalmology,South West,2299,1828,303,22.7,79.5
2021-06-01,Ophthalmology,East of England,6216,4326,523,9.6,69.6
2021-06-01,General Surgery,London,5059,4290,588,9.4,84.8
2021-06-01,General Surgery,Midlands,2583,1810,71,9.8,70.1
2021-06-01,General Surgery,North West,2273,1279,147,21.3,56.3
2021-06-01,General Surgery,North East,5587,4398,259,25.5,78.7
2021-06-01,General Surgery,South East,6264,4168,169,8.4,66.5
2021-06-01,General Surgery,South West,5467,4677,569,24.1,85.5
2021-06-01,General Surgery,East of England,3474,1968,353,17.8,56.6
2021-06-01,Urology,London,1400,1117,67,7.8,79.8
2021-06-01,Urology,Midlands,3876,2299,130,13.7,59.3
2021-06-01,Urology,North West,4274,3152,424,27.7,73.7
2021-06-01,Urology,North East,1413,1100,95,15.4,77.8
2021-06-01,Urology,South East,4111,3273,329,20.2,79.6
2021-06-01,Urology,South West,1357,962,66,8.8,70.9
2021-06-01,Urology,East of England,1482,1242,18,24.0,83.8
2021-06-01,Gynaecology,London,4490,3251,354,10.3,72.4
2021-06-01,Gynaecology,Midlands,6316,5298,763,19.3,83.9
2021-06-01,Gynaecology,North West,2510,1437,126,8.1,57.3
2021-06-01,Gynaecology,North East,1054,638,141,26.8,60.5
2021-06-01,Gynaecology,South East,3740,2580,112,6.4,69.0
2021-06-01,Gynaecology,South West,1615,1451,89,20.5,89.8
2021-06-01,Gynaecology,East of England,2856,1801,52,8.9,63.1
2021-06-01,ENT,London,1279,1105,20,22.2,86.4
2021-06-01,ENT,Midlands,3911,2416,364,15.1,61.8
2021-06-01,ENT,North West,3485,1934,74,11.7,55.5
2021-06-01,ENT,North East,6441,5395,671,21.9,83.8
2021-06-01,ENT,South East,2871,2284,416,7.1,79.6
2021-06-01,ENT,South West,4498,3433,400,17.0,76.3
2021-06-01,ENT,East of England,6210,4671,792,8.8,75.2
2021-06-01,Gastroenterology,London,4109,2878,123,21.7,70.0
2021-06-01,Gastroenterology,Midlands,4531,3661,616,23.4,80.8
2021-06-01,Gastroenterology,North West,4924,3946,701,12.5,80.1
2021-06-01,Gastroenterology,North East,1662,1379,35,26.3,83.0
2021-06-01,Gastroenterology,South East,4560,3577,424,6.4,78.4
2021-06-01,Gastroenterology,South West,4215,2822,434,18.2,67.0
2021-06-01,Gastroenterology,East of England,5757,3453,133,24.3,60.0
2021-06-01,Dermatology,London,1831,1222,247,20.2,66.7
2021-06-01,Dermatology,Midlands,3968,2355,39,21.7,59.3
2021-06-01,Dermatology,North West,2059,1554,63,8.0,75.5
2021-06-01,Dermatology,North East,2255,1986,282,25.8,88.1
2021-06-01,Dermatology,South East,1462,1243,93,20.7,85.0
2021-06-01,Dermatology,South West,4651,2971,108,12.9,63.9
2021-06-01,Dermatology,East of England,6341,5779,422,7.9,91.1
2021-07-01,Orthopaedics,London,4387,4028,401,23.9,91.8
2021-07-01,Orthopaedics,Midlands,3776,2742,206,16.8,72.6
2021-07-01,Orthopaedics,North West,2146,1721,116,8.9,80.2
2021-07-01,Orthopaedics,North East,4622,3531,494,21.4,76.4
2021-07-01,Orthopaedics,South East,5127,4345,356,27.9,84.7
2021-07-01,Orthopaedics,South West,1261,780,17,12.3,61.9
2021-07-01,Orthopaedics,East of England,3768,2758,457,11.1,73.2
2021-07-01,Cardiology,London,6290,3751,911,8.4,59.6
2021-07-01,Cardiology,Midlands,2403,1586,117,23.0,66.0
2021-07-01,Cardiology,North West,4678,2755,430,18.0,58.9
2021-07-01,Cardiology,North East,6298,3575,323,26.5,56.8
2021-07-01,Cardiology,South East,4494,3299,478,11.6,73.4
2021-07-01,Cardiology,South West,2655,2342,327,18.8,88.2
2021-07-01,Cardiology,East of England,6184,5445,126,26.0,88.0
2021-07-01,Neurology,London,5453,3382,590,18.2,62.0
2021-07-01,Neurology,Midlands,5764,5113,74,12.9,88.7
2021-07-01,Neurology,North West,3525,3210,446,12.7,91.1
2021-07-01,Neurology,North East,3851,3080,251,22.6,80.0
2021-07-01,Neurology,South East,1514,1004,93,18.1,66.3
2021-07-01,Neurology,South West,4258,2531,391,27.3,59.4
2021-07-01,Neurology,East of England,2236,1281,128,17.1,57.3
2021-07-01,Ophthalmology,London,4135,2367,330,8.3,57.2
2021-07-01,Ophthalmology,Midlands,3344,2278,221,8.5,68.1
2021-07-01,Ophthalmology,North West,2269,1248,217,19.6,55.0
2021-07-01,Ophthalmology,North East,1355,944,99,15.1,69.7
2021-07-01,Ophthalmology,South East,5707,4508,819,9.3,79.0
2021-07-01,Ophthalmology,South West,2943,2273,269,14.8,77.2
2021-07-01,Ophthalmology,East of England,1913,1141,124,9.6,59.6
2021-07-01,General Surgery,London,2225,1734,239,10.7,77.9
2021-07-01,General Surgery,Midlands,3793,2921,500,18.7,77.0
2021-07-01,General Surgery,North West,6026,3881,309,17.7,64.4
2021-07-01,General Surgery,North East,3469,2098,118,25.3,60.5
2021-07-01,General Surgery,South East,5493,3328,387,19.1,60.6
2021-07-01,General Surgery,South West,5748,5159,665,18.9,89.8
2021-07-01,General Surgery,East of England,5869,3663,317,23.4,62.4
2021-07-01,Urology,London,1939,1206,203,13.1,62.2
2021-07-01,Urology,Midlands,3485,3168,121,21.9,90.9
2021-07-01,Urology,North West,3295,2789,249,15.3,84.6
2021-07-01,Urology,North East,3744,2265,449,19.6,60.5
2021-07-01,Urology,South East,5582,5099,123,23.9,91.3
2021-07-01,Urology,South West,2579,1959,152,19.4,76.0
2021-07-01,Urology,East of England,6182,3666,171,10.2,59.3
2021-07-01,Gynaecology,London,3342,2768,457,24.4,82.8
2021-07-01,Gynaecology,Midlands,2197,1686,130,23.6,76.7
2021-07-01,Gynaecology,North West,2954,2527,290,23.3,85.5
2021-07-01,Gynaecology,North East,5272,2928,235,25.1,55.5
2021-07-01,Gynaecology,South East,2905,2043,34,16.5,70.3
2021-07-01,Gynaecology,South West,2278,1408,41,19.3,61.8
2021-07-01,Gynaecology,East of England,5101,3793,212,20.7,74.4
2021-07-01,ENT,London,6050,4727,70,9.1,78.1
2021-07-01,ENT,Midlands,4153,2659,389,14.5,64.0
2021-07-01,ENT,North West,5414,4002,420,14.4,73.9
2021-07-01,ENT,North East,6351,3949,485,6.2,62.2
2021-07-01,ENT,South East,1762,1329,146,27.9,75.4
2021-07-01,ENT,South West,3712,2807,535,7.1,75.6
2021-07-01,ENT,East of England,3720,3116,465,25.9,83.8
2021-07-01,Gastroenterology,London,2926,1658,416,24.5,56.7
2021-07-01,Gastroenterology,Midlands,4938,3540,697,27.6,71.7
2021-07-01,Gastroenterology,North West,3279,1953,270,11.4,59.6
2021-07-01,Gastroenterology,North East,4856,2776,518,22.0,57.2
2021-07-01,Gastroenterology,South East,5064,3052,321,18.2,60.3
2021-07-01,Gastroenterology,South West,4556,3639,153,7.2,79.9
2021-07-01,Gastroenterology,East of England,2442,1714,191,15.1,70.2
2021-07-01,Dermatology,London,4652,3135,161,8.2,67.4
2021-07-01,Dermatology,Midlands,1458,1323,126,27.2,90.7
2021-07-01,Dermatology,North West,4488,3282,151,7.1,73.1
2021-07-01,Dermatology,North East,2143,1811,224,18.0,84.5
2021-07-01,Dermatology,South East,3450,2895,245,19.8,83.9
2021-07-01,Dermatology,South West,5603,4703,834,11.3,83.9
2021-07-01,Dermatology,East of England,2926,2139,287,22.3,73.1
2021-08-01,Orthopaedics,London,5894,3278,219,23.8,55.6
2021-08-01,Orthopaedics,Midlands,5983,4220,544,24.3,70.5
2021-08-01,Orthopaedics,North West,4859,2794,171,27.1,57.5
2021-08-01,Orthopaedics,North East,1203,846,104,14.9,70.3
2021-08-01,Orthopaedics,South East,2815,2140,51,19.9,76.0
2021-08-01,Orthopaedics,South West,1929,1155,62,26.9,59.9
2021-08-01,Orthopaedics,East of England,6474,4600,180,15.0,71.1
2021-08-01,Cardiology,London,1853,1477,144,15.2,79.7
2021-08-01,Cardiology,Midlands,2575,2310,151,11.4,89.7
2021-08-01,Cardiology,North West,3562,2580,311,18.5,72.4
2021-08-01,Cardiology,North East,5146,4243,69,13.8,82.5
2021-08-01,Cardiology,South East,2434,1377,262,13.3,56.6
2021-08-01,Cardiology,South West,3842,2699,143,17.3,70.2
2021-08-01,Cardiology,East of England,5262,3153,245,15.2,59.9
2021-08-01,Neurology,London,5553,4480,197,13.0,80.7
2021-08-01,Neurology,Midlands,1424,1044,71,22.2,73.3
2021-08-01,Neurology,North West,2467,1890,349,9.8,76.6
2021-08-01,Neurology,North East,2831,1620,40,21.7,57.2
2021-08-01,Neurology,South East,3519,2465,292,25.7,70.0
2021-08-01,Neurology,South West,4258,3120,115,18.9,73.3
2021-08-01,Neurology,East of England,3329,2603,410,19.5,78.2
2021-08-01,Ophthalmology,London,4794,3651,169,11.9,76.2
2021-08-01,Ophthalmology,Midlands,2940,2035,208,19.1,69.2
2021-08-01,Ophthalmology,North West,3728,2638,358,7.8,70.8
2021-08-01,Ophthalmology,North East,4417,3611,521,21.7,81.8
2021-08-01,Ophthalmology,South East,1394,912,92,23.9,65.4
2021-08-01,Ophthalmology,South West,1709,1350,177,23.6,79.0
2021-08-01,Ophthalmology,East of England,2874,1863,162,18.3,64.8
2021-08-01,General Surgery,London,5371,4076,552,20.9,75.9
2021-08-01,General Surgery,Midlands,4383,2441,495,10.6,55.7
2021-08-01,General Surgery,North West,1125,639,47,25.7,56.8
2021-08-01,General Surgery,North East,2522,1387,344,6.5,55.0
2021-08-01,General Surgery,South East,2583,1898,269,11.3,73.5
2021-08-01,General Surgery,South West,6353,3588,519,21.0,56.5
2021-08-01,General Surgery,East of England,1782,1118,261,20.2,62.7
2021-08-01,Urology,London,2566,1777,159,25.5,69.3
2021-08-01,Urology,Midlands,1994,1606,289,14.7,80.5
2021-08-01,Urology,North West,5049,3576,497,22.0,70.8
2021-08-01,Urology,North East,5951,3960,415,20.2,66.5
2021-08-01,Urology,South East,2619,2056,172,6.1,78.5
2021-08-01,Urology,South West,2200,1371,263,26.0,62.3
2021-08-01,Urology,East of England,4122,3479,228,22.8,84.4
2021-08-01,Gynaecology,London,4832,3804,65,23.3,78.7
2021-08-01,Gynaecology,Midlands,2557,1866,64,11.5,73.0
2021-08-01,Gynaecology,North West,3321,2563,259,18.0,77.2
2021-08-01,Gynaecology,North East,3926,3406,510,22.8,86.8
2021-08-01,Gynaecology,South East,6229,5527,147,24.8,88.7
2021-08-01,Gynaecology,South West,5196,3495,416,20.2,67.3
2021-08-01,Gynaecology,East of England,5530,3286,296,23.7,59.4
2021-08-01,ENT,London,2585,1426,187,7.9,55.2
2021-08-01,ENT,Midlands,2609,1662,370,25.2,63.7
2021-08-01,ENT,North West,5177,3446,673,8.9,66.6
2021-08-01,ENT,North East,6198,4779,133,20.2,77.1
2021-08-01,ENT,South East,5077,4432,170,7.2,87.3
2021-08-01,ENT,South West,4069,3682,164,7.9,90.5
2021-08-01,ENT,East of England,5145,3150,653,18.1,61.2
2021-08-01,Gastroenterology,London,1935,1351,175,12.8,69.8
2021-08-01,Gastroenterology,Midlands,3972,2861,500,24.3,72.0
2021-08-01,Gastroenterology,North West,1522,1362,100,16.3,89.5
2021-08-01,Gastroenterology,North East,2848,2300,173,25.3,80.8
2021-08-01,Gastroenterology,South East,5848,3460,392,25.5,59.2
2021-08-01,Gastroenterology,South West,5135,4650,539,19.9,90.6
2021-08-01,Gastroenterology,East of England,5800,3723,822,12.6,64.2
2021-08-01,Dermatology,London,2317,2112,212,27.9,91.2
2021-08-01,Dermatology,Midlands,3519,2644,515,14.1,75.1
2021-08-01,Dermatology,North West,4135,2800,342,15.7,67.7
2021-08-01,Dermatology,North East,6237,3711,425,7.4,59.5
2021-08-01,Dermatology,South East,5770,4305,435,15.0,74.6
2021-08-01,Dermatology,South West,2398,1492,299,20.3,62.2
2021-08-01,Dermatology,East of England,2259,1625,103,22.5,71.9
2021-09-01,Orthopaedics,London,1814,1441,207,12.9,79.4
2021-09-01,Orthopaedics,Midlands,5890,3243,369,18.6,55.1
2021-09-01,Orthopaedics,North West,3296,2323,134,6.0,70.5
2021-09-01,Orthopaedics,North East,4496,3326,222,24.1,74.0
2021-09-01,Orthopaedics,South East,2918,2396,387,21.9,82.1
2021-09-01,Orthopaedics,South West,1705,1012,139,13.7,59.4
2021-09-01,Orthopaedics,East of England,3257,2687,356,11.2,82.5
2021-09-01,Cardiology,London,5603,3155,836,11.1,56.3
2021-09-01,Cardiology,Midlands,4837,3151,471,7.8,65.1
2021-09-01,Cardiology,North West,4603,3112,332,20.9,67.6
2021-09-01,Cardiology,North East,1592,1392,188,20.8,87.4
2021-09-01,Cardiology,South East,4691,3508,71,23.8,74.8
2021-09-01,Cardiology,South West,1228,1123,142,11.5,91.4
2021-09-01,Cardiology,East of England,1289,1131,84,25.0,87.7
2021-09-01,Neurology,London,3406,2763,198,6.2,81.1
2021-09-01,Neurology,Midlands,3467,3130,93,6.4,90.3
2021-09-01,Neurology,North West,4392,3760,44,12.8,85.6
2021-09-01,Neurology,North East,1352,812,115,10.1,60.1
2021-09-01,Neurology,South East,5938,3906,406,14.3,65.8
2021-09-01,Neurology,South West,5726,5220,704,22.2,91.2
2021-09-01,Neurology,East of England,4421,2606,634,7.3,58.9
2021-09-01,Ophthalmology,London,6019,5523,325,20.8,91.8
2021-09-01,Ophthalmology,Midlands,2639,2216,71,20.0,84.0
2021-09-01,Ophthalmology,North West,2996,2655,109,24.1,88.6
2021-09-01,Ophthalmology,North East,5652,3356,192,16.5,59.4
2021-09-01,Ophthalmology,South East,3056,1871,395,6.3,61.2
2021-09-01,Ophthalmology,South West,4803,2847,610,17.1,59.3
2021-09-01,Ophthalmology,East of England,6188,5241,911,19.3,84.7
2021-09-01,General Surgery,London,3841,2523,241,14.7,65.7
2021-09-01,General Surgery,Midlands,1463,1125,158,10.3,76.9
2021-09-01,General Surgery,North West,2475,1822,300,22.3,73.6
2021-09-01,General Surgery,North East,1206,732,104,7.9,60.7
2021-09-01,General Surgery,South East,2211,1554,34,12.0,70.3
2021-09-01,General Surgery,South West,6133,5537,363,6.9,90.3
2021-09-01,General Surgery,East of England,4508,3902,118,21.5,86.6
2021-09-01,Urology,London,3107,2662,252,19.6,85.7
2021-09-01,Urology,Midlands,5968,4994,345,19.8,83.7
2021-09-01,Urology,North West,4238,2559,598,26.2,60.4
2021-09-01,Urology,North East,4370,3738,469,26.3,85.5
2021-09-01,Urology,South East,1840,1239,99,20.0,67.3
2021-09-01,Urology,South West,5166,4024,648,21.2,77.9
2021-09-01,Urology,East of England,5158,3212,223,12.6,62.3
2021-09-01,Gynaecology,London,6436,4936,538,22.7,76.7
2021-09-01,Gynaecology,Midlands,1407,880,106,23.6,62.5
2021-09-01,Gynaecology,North West,1207,832,99,15.1,68.9
2021-09-01,Gynaecology,North East,5813,4668,78,21.2,80.3
2021-09-01,Gynaecology,South East,2329,2016,259,13.9,86.6
2021-09-01,Gynaecology,South West,5184,3593,110,9.2,69.3
2021-09-01,Gynaecology,East of England,3998,3454,262,11.4,86.4
2021-09-01,ENT,London,5876,3977,150,18.5,67.7
2021-09-01,ENT,Midlands,2492,1560,283,18.0,62.6
2021-09-01,ENT,North West,2241,1691,190,10.3,75.5
2021-09-01,ENT,North East,1683,1113,158,10.4,66.1
2021-09-01,ENT,South East,5050,4197,290,26.9,83.1
2021-09-01,ENT,South West,5298,3417,397,11.0,64.5
2021-09-01,ENT,East of England,4816,4286,333,13.5,89.0
2021-09-01,Gastroenterology,London,6483,5063,817,10.2,78.1
2021-09-01,Gastroenterology,Midlands,4754,3588,246,15.5,75.5
2021-09-01,Gastroenterology,North West,5937,4016,419,24.7,67.6
2021-09-01,Gastroenterology,North East,5493,5024,663,19.2,91.5
2021-09-01,Gastroenterology,South East,2429,2002,298,24.6,82.4
2021-09-01,Gastroenterology,South West,2537,1443,168,20.8,56.9
2021-09-01,Gastroenterology,East of England,4275,3274,320,19.6,76.6
2021-09-01,Dermatology,London,5124,4238,442,10.5,82.7
2021-09-01,Dermatology,Midlands,5189,3780,208,27.3,72.8
2021-09-01,Dermatology,North West,6026,4196,577,23.7,69.6
2021-09-01,Dermatology,North East,2551,2311,216,19.6,90.6
2021-09-01,Dermatology,South East,4863,3478,132,10.5,71.5
2021-09-01,Dermatology,South West,3586,2024,526,11.3,56.4
2021-09-01,Dermatology,East of England,2728,2235,256,22.1,81.9
2021-10-01,Orthopaedics,London,3035,2764,274,13.5,91.1
2021-10-01,Orthopaedics,Midlands,3031,2245,241,9.9,74.1
2021-10-01,Orthopaedics,North West,5055,3393,627,19.1,67.1
2021-10-01,Orthopaedics,North East,5098,3165,447,18.8,62.1
2021-10-01,Orthopaedics,South East,3810,3321,85,23.1,87.2
2021-10-01,Orthopaedics,South West,1614,1294,78,24.2,80.2
2021-10-01,Orthopaedics,East of England,1734,1459,46,9.1,84.1
2021-10-01,Cardiology,London,2563,2202,278,26.4,85.9
2021-10-01,Cardiology,Midlands,4862,3457,697,21.8,71.1
2021-10-01,Cardiology,North West,5879,3652,135,17.7,62.1
2021-10-01,Cardiology,North East,3556,2115,186,17.7,59.5
2021-10-01,Cardiology,South East,2171,1676,72,14.4,77.2
2021-10-01,Cardiology,South West,5203,3983,142,8.7,76.6
2021-10-01,Cardiology,East of England,1467,1128,54,20.7,76.9
2021-10-01,Neurology,London,5613,3138,251,15.0,55.9
2021-10-01,Neurology,Midlands,3216,1931,359,23.9,60.0
2021-10-01,Neurology,North West,2515,1556,55,15.6,61.9
2021-10-01,Neurology,North East,2016,1435,98,18.3,71.2
2021-10-01,Neurology,South East,2767,1593,373,14.5,57.6
2021-10-01,Neurology,South West,2689,2337,145,24.7,86.9
2021-10-01,Neurology,East of England,2949,1635,257,22.3,55.4
2021-10-01,Ophthalmology,London,2234,1497,232,13.4,67.0
2021-10-01,Ophthalmology,Midlands,1129,877,48,16.6,77.7
2021-10-01,Ophthalmology,North West,4652,2741,591,11.3,58.9
2021-10-01,Ophthalmology,North East,4069,2622,512,14.3,64.4
2021-10-01,Ophthalmology,South East,6064,4381,732,14.9,72.2
2021-10-01,Ophthalmology,South West,1340,1150,35,7.0,85.8
2021-10-01,Ophthalmology,East of England,3998,2257,291,18.7,56.5
2021-10-01,General Surgery,London,4509,3064,434,25.5,68.0
2021-10-01,General Surgery,Midlands,1440,845,168,27.3,58.7
2021-10-01,General Surgery,North West,5274,4002,434,12.3,75.9
2021-10-01,General Surgery,North East,5086,3984,375,16.6,78.3
2021-10-01,General Surgery,South East,2732,1770,92,8.1,64.8
2021-10-01,General Surgery,South West,1748,997,136,26.1,57.0
2021-10-01,General Surgery,East of England,1045,638,19,13.0,61.1
2021-10-01,Urology,London,4501,3406,369,8.2,75.7
2021-10-01,Urology,Midlands,4963,4094,419,24.9,82.5
2021-10-01,Urology,North West,4964,2876,524,26.5,57.9
2021-10-01,Urology,North East,5146,3488,76,22.4,67.8
2021-10-01,Urology,South East,1466,1026,195,20.3,70.0
2021-10-01,Urology,South West,5461,4456,262,13.0,81.6
2021-10-01,Urology,East of England,1890,1180,259,22.7,62.4
2021-10-01,Gynaecology,London,5493,3632,196,22.6,66.1
2021-10-01,Gynaecology,Midlands,4451,2792,478,26.8,62.7
2021-10-01,Gynaecology,North West,5894,3953,445,9.3,67.1
2021-10-01,Gynaecology,North East,3003,1883,84,10.5,62.7
2021-10-01,Gynaecology,South East,1370,969,122,6.5,70.7
2021-10-01,Gynaecology,South West,1371,1203,30,17.8,87.7
2021-10-01,Gynaecology,East of England,4936,3873,478,8.7,78.5
2021-10-01,ENT,London,4327,3877,498,26.7,89.6
2021-10-01,ENT,Midlands,4179,3555,99,15.4,85.1
2021-10-01,ENT,North West,2605,1752,281,22.8,67.3
2021-10-01,ENT,North East,2037,1872,29,11.2,91.9
2021-10-01,ENT,South East,4219,2420,270,12.2,57.4
2021-10-01,ENT,South West,2356,2152,235,21.8,91.3
2021-10-01,ENT,East of England,4964,3169,486,20.1,63.8
2021-10-01,Gastroenterology,London,2771,1709,395,10.8,61.7
2021-10-01,Gastroenterology,Midlands,6351,4136,590,16.8,65.1
2021-10-01,Gastroenterology,North West,1602,1321,67,7.3,82.5
2021-10-01,Gastroenterology,North East,5122,3365,316,20.6,65.7
2021-10-01,Gastroenterology,South East,4179,3773,548,18.7,90.3
2021-10-01,Gastroenterology,South West,2233,1574,241,15.0,70.5
2021-10-01,Gastroenterology,East of England,3959,2553,557,8.9,64.5
2021-10-01,Dermatology,London,4197,2367,258,27.5,56.4
2021-10-01,Dermatology,Midlands,2436,1803,316,16.3,74.0
2021-10-01,Dermatology,North West,5136,3843,567,15.8,74.8
2021-10-01,Dermatology,North East,5578,4630,593,25.0,83.0
2021-10-01,Dermatology,South East,2018,1468,39,18.1,72.7
2021-10-01,Dermatology,South West,3441,2817,455,10.9,81.9
2021-10-01,Dermatology,East of England,5352,4047,94,27.4,75.6
2021-11-01,Orthopaedics,London,1253,875,100,24.5,69.8
2021-11-01,Orthopaedics,Midlands,1562,1035,57,8.8,66.3
2021-11-01,Orthopaedics,North West,2167,1765,316,10.4,81.4
2021-11-01,Orthopaedics,North East,6021,3681,340,26.7,61.1
2021-11-01,Orthopaedics,South East,6435,5891,501,9.9,91.5
2021-11-01,Orthopaedics,South West,1627,1165,74,13.7,71.6
2021-11-01,Orthopaedics,East of England,4599,3416,126,27.2,74.3
2021-11-01,Cardiology,London,5133,3173,79,6.5,61.8
2021-11-01,Cardiology,Midlands,6453,3595,235,15.1,55.7
2021-11-01,Cardiology,North West,5417,3837,74,23.2,70.8
2021-11-01,Cardiology,North East,1618,1149,137,16.5,71.0
2021-11-01,Cardiology,South East,5378,3972,738,23.3,73.9
2021-11-01,Cardiology,South West,3985,3098,556,27.2,77.7
2021-11-01,Cardiology,East of England,2316,1317,200,25.6,56.9
2021-11-01,Neurology,London,5704,3438,520,12.2,60.3
2021-11-01,Neurology,Midlands,6388,4470,957,7.2,70.0
2021-11-01,Neurology,North West,1756,1066,125,17.2,60.7
2021-11-01,Neurology,North East,4590,2672,240,27.3,58.2
2021-11-01,Neurology,South East,1523,1159,209,6.1,76.1
2021-11-01,Neurology,South West,4058,3655,92,9.6,90.1
2021-11-01,Neurology,East of England,1448,1084,17,11.7,74.9
2021-11-01,Ophthalmology,London,1786,1437,205,10.7,80.5
2021-11-01,Ophthalmology,Midlands,2024,1516,171,14.9,74.9
2021-11-01,Ophthalmology,North West,5536,5046,716,17.0,91.1
2021-11-01,Ophthalmology,North East,4647,2657,223,8.3,57.2
2021-11-01,Ophthalmology,South East,3458,2561,513,19.4,74.1
2021-11-01,Ophthalmology,South West,1726,1493,214,6.3,86.5
2021-11-01,Ophthalmology,East of England,5467,3065,238,6.7,56.1
2021-11-01,General Surgery,London,3697,2736,449,13.4,74.0
2021-11-01,General Surgery,Midlands,5449,3374,627,11.2,61.9
2021-11-01,General Surgery,North West,3445,2131,122,17.3,61.9
2021-11-01,General Surgery,North East,3513,3189,316,25.0,90.8
2021-11-01,General Surgery,South East,1921,1676,84,15.9,87.2
2021-11-01,General Surgery,South West,2992,2440,185,8.0,81.6
2021-11-01,General Surgery,East of England,4212,3667,185,27.3,87.1
2021-11-01,Urology,London,4412,3325,361,21.2,75.4
2021-11-01,Urology,Midlands,5640,3776,758,9.5,67.0
2021-11-01,Urology,North West,4634,3727,223,22.2,80.4
2021-11-01,Urology,North East,4582,2700,572,9.1,58.9
2021-11-01,Urology,South East,2545,1696,200,13.1,66.6
2021-11-01,Urology,South West,4754,3159,696,15.0,66.4
2021-11-01,Urology,East of England,3723,2380,392,21.8,63.9
2021-11-01,Gynaecology,London,3694,2152,386,7.4,58.3
2021-11-01,Gynaecology,Midlands,5664,5182,277,14.7,91.5
2021-11-01,Gynaecology,North West,6050,3395,775,16.1,56.1
2021-11-01,Gynaecology,North East,3979,3185,106,7.5,80.0
2021-11-01,Gynaecology,South East,5153,3497,498,18.0,67.9
2021-11-01,Gynaecology,South West,5037,2937,554,12.0,58.3
2021-11-01,Gynaecology,East of England,1461,1194,16,17.2,81.7
2021-11-01,ENT,London,4397,3827,580,15.2,87.0
2021-11-01,ENT,Midlands,4122,2635,80,13.0,63.9
2021-11-01,ENT,North West,2992,1942,210,8.0,64.9
2021-11-01,ENT,North East,2096,1808,126,21.1,86.3
2021-11-01,ENT,South East,3337,2122,330,27.8,63.6
2021-11-01,ENT,South West,1124,755,120,22.9,67.2
2021-11-01,ENT,East of England,2847,1710,372,24.0,60.1
2021-11-01,Gastroenterology,London,4215,3452,451,27.7,81.9
2021-11-01,Gastroenterology,Midlands,3421,2013,306,17.7,58.8
2021-11-01,Gastroenterology,North West,6184,4701,299,16.4,76.0
2021-11-01,Gastroenterology,North East,1710,1268,189,9.8,74.2
2021-11-01,Gastroenterology,South East,3547,2779,293,7.1,78.3
2021-11-01,Gastroenterology,South West,6338,4213,224,17.1,66.5
2021-11-01,Gastroenterology,East of England,4274,2434,309,18.2,56.9
2021-11-01,Dermatology,London,3086,2756,405,21.6,89.3
2021-11-01,Dermatology,Midlands,2460,1627,334,19.8,66.1
2021-11-01,Dermatology,North West,5467,4309,693,18.7,78.8
2021-11-01,Dermatology,North East,6059,5141,274,24.1,84.8
2021-11-01,Dermatology,South East,2856,1656,202,12.4,58.0
2021-11-01,Dermatology,South West,4546,2946,320,28.0,64.8
2021-11-01,Dermatology,East of England,1151,702,28,9.2,61.0
